"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.10%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.10"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.10%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.10"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.11%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.11"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.11%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.11"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.11%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.11"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.12%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.12"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.12%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.12"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.12%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.12"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.13%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.13"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.13%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.13"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.13%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.13"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.14%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.14"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.14%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.14"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.14%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.14"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.15%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.15"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.15%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.15"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.15%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.15"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.16%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.16"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.16%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.16"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.17%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.17"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.17%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.17"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.18%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.18"
